z	ldistance	m1z	m2z	ra	dec	iota	pol	tc	s1x	s1y	s1z	s2x	s2y	s2z	snr
0.29934	1548.79531	52.54234	18.56268	0.96593	0.58357	1.33934	0.32373	1251783160.22622	-0.08849	-0.26757	-0.11991	0.65278	-0.11431	-0.16010	10.26974
0.76936	4782.74949	78.26147	57.97760	5.70313	-0.16908	0.65084	2.37535	1251760321.41593	0.33311	-0.74696	0.39425	0.08323	-0.06574	-0.72195	8.55048
0.25979	1316.52217	7.22615	6.86521	6.07665	0.43151	0.61641	4.67924	1251787832.40580	-0.08442	0.16533	-0.04435	0.32440	-0.84697	0.19586	10.81742
0.33503	1764.73739	52.08405	12.46197	5.55890	-0.56961	0.69723	4.19480	1251796213.35834	-0.11705	-0.10177	0.01595	0.89845	0.13242	-0.00774	11.21076
0.13603	641.08387	5.74760	5.68743	3.29962	0.28171	0.88104	2.01630	1251828868.52834	-0.15176	0.09785	0.16991	-0.22948	-0.20284	-0.09036	12.64791
0.30821	1601.89283	59.28392	31.38359	2.74559	-0.85627	0.25019	4.48579	1251756188.17367	-0.69982	0.17571	-0.17140	0.05016	-0.18050	-0.08090	23.19833
0.28066	1438.15145	30.04348	23.49828	0.68479	1.04982	1.27770	4.15403	1251757724.95628	0.11429	-0.20007	0.12068	-0.12380	-0.26142	0.17853	8.77972
0.86471	5522.20797	71.64580	69.91886	2.49117	0.28996	0.63117	5.60273	1251810212.06625	0.02260	0.00410	-0.00722	-0.05710	-0.70161	0.09945	10.10387
0.64400	3847.51186	58.42767	27.11442	1.42202	1.05442	0.19600	4.19388	1251768286.01401	0.18077	-0.16720	-0.24095	0.16590	-0.12911	0.68253	8.55249
0.73823	4546.44998	80.91226	75.31361	5.67554	1.33080	0.79439	0.97251	1251776077.09407	-0.34219	0.45138	-0.08281	-0.66459	-0.00257	0.46665	15.65244
0.43214	2380.31981	34.61024	28.60632	1.48091	0.78216	0.40465	5.23744	1251800730.58765	0.11526	-0.10100	-0.08319	-0.29661	0.09740	0.50918	20.08969
0.37307	2001.08386	61.64523	7.13491	1.50686	-0.46366	0.58678	5.67862	1251780230.53905	0.23928	0.57994	-0.15176	-0.34965	-0.16875	-0.25929	8.18907
0.70395	4289.17191	27.86807	20.26844	1.62114	-0.68317	0.49635	4.12179	1251758742.73725	0.22151	0.10900	0.10227	-0.00059	-0.16204	0.05130	8.12070
0.49133	2774.19749	38.31043	24.65518	3.99724	-0.70765	0.68880	4.50463	1251810220.08960	-0.18779	0.11296	-0.30490	0.03364	-0.04729	-0.10774	12.54174
0.46573	2602.17611	23.65495	17.49472	0.71438	-0.09287	0.40799	3.55110	1251773551.08173	0.00205	0.00276	-0.00562	0.46185	-0.42457	0.57171	9.78063
0.86178	5499.13313	56.12733	45.37687	4.36444	0.54434	0.57215	2.48504	1251826579.35226	0.79615	0.08067	0.21046	-0.47235	-0.46453	-0.14748	8.90388
0.97936	6439.65012	72.79488	61.29699	1.13117	-1.32351	0.07402	1.86270	1251838021.74267	-0.27487	0.17349	0.32635	0.34522	-0.13613	0.08127	13.51819
0.82087	5179.43940	94.99608	65.16523	2.23940	0.47475	1.43577	1.14828	1251826937.24738	0.62382	0.59586	0.39940	0.38520	0.31953	-0.17541	9.69364
0.31814	1661.82002	22.77552	18.08854	2.93269	-0.01210	1.14591	5.45160	1251804498.09273	0.24367	0.58645	-0.38974	-0.00837	-0.18560	0.24127	8.35114
0.31550	1645.81777	16.41384	7.77580	0.74749	-0.18656	0.45590	5.76854	1251823022.67111	-0.43249	0.00014	-0.27759	-0.72467	-0.14392	0.24057	8.27822
0.64250	3836.60984	71.54701	48.53385	1.74237	0.95724	1.05822	1.39989	1251787227.09442	-0.14134	-0.03788	0.06728	-0.18406	0.13575	0.13636	8.19513
0.26895	1369.65365	31.74660	19.81937	0.46865	-0.76140	1.03473	0.26248	1251764227.88728	0.61534	0.51213	-0.22567	-0.43326	-0.29527	0.10510	14.38711
0.75819	4697.63750	66.31174	61.94055	5.86354	-1.25305	0.58636	3.75110	1251826966.15390	-0.48578	0.74626	0.34957	0.09948	0.12330	-0.06611	15.93068
0.61444	3633.67492	84.42715	72.07699	1.79208	-1.37890	1.38884	4.31273	1251789080.72968	-0.39123	0.61741	0.52482	-0.18410	-0.18822	0.88762	13.49517
0.33312	1753.00795	32.50432	15.47193	0.26422	-1.14960	0.51010	3.86279	1251793513.51652	-0.47493	0.49915	0.46388	-0.17988	0.26272	0.17275	13.23611
0.19784	968.28503	22.93804	18.50331	4.54039	-0.31592	1.00936	2.14255	1251779431.06938	-0.04554	0.22726	-0.26436	0.04714	0.18977	0.33993	16.25672
0.94231	6139.98900	91.76952	60.88440	0.73510	-1.12691	0.97363	5.10020	1251758132.34639	-0.09647	0.04349	0.34449	-0.37157	0.00064	-0.12048	10.89849
0.59920	3524.54643	36.66254	28.91598	2.30265	0.70895	0.48628	5.67329	1251815984.10493	0.37790	-0.13414	0.37264	-0.23017	-0.06960	-0.09385	14.08519
0.05606	250.30614	11.42048	6.65389	1.04315	-0.77581	0.74245	4.91326	1251774420.22332	-0.06480	0.60849	-0.70804	-0.01438	0.47813	0.11436	46.49665
0.52344	2993.34892	66.00783	33.60804	4.20833	0.48403	1.35902	4.14177	1251760210.24724	-0.36836	0.31755	0.60978	-0.04917	0.00176	-0.20713	12.03877
0.66406	3994.11883	59.17901	41.19610	3.43753	0.85521	1.14195	2.06980	1251761716.28324	-0.53243	-0.36991	0.52605	-0.18219	0.01129	-0.12742	10.25787
0.72888	4475.93665	37.73245	26.43681	0.08751	0.46452	0.79714	1.92208	1251793382.16317	-0.02457	0.00446	0.01863	-0.09419	-0.24233	-0.09726	8.19683
0.35234	1871.51540	12.85244	10.02569	3.92515	0.20528	0.46121	1.37750	1251766791.13213	0.67630	0.47316	-0.25100	0.03556	-0.05699	0.02197	9.75722
0.67470	4072.40211	56.55989	42.51796	3.03720	-0.88592	1.06836	2.76609	1251774841.64457	-0.35066	0.17630	0.70563	0.18586	-0.07037	0.88875	11.89742
0.44976	2496.15415	29.29581	26.93754	2.93476	-0.02654	0.89243	4.90479	1251788086.78520	-0.23057	-0.08143	0.00819	-0.31114	0.72890	0.08378	11.65621
0.93246	6060.80366	94.43126	86.11555	4.47329	0.11829	0.15002	4.86274	1251829583.38730	-0.02056	0.51415	-0.45104	0.07023	0.30983	0.12455	12.18984
0.57267	3336.31434	86.26909	68.54190	3.72694	0.07559	1.32206	5.22304	1251765153.05163	0.20125	-0.04117	0.04282	-0.51179	-0.32926	0.29206	11.04905
0.43662	2409.65183	76.57479	60.78768	0.10549	-0.54854	1.39190	3.79618	1251781094.19948	-0.28501	-0.32232	0.34009	-0.10420	0.22217	0.54376	9.51824
0.74630	4607.42309	61.74867	36.31145	3.83890	1.12441	0.21612	1.92126	1251800282.63375	0.54755	-0.11442	-0.26790	-0.29029	0.58163	-0.10971	8.39772
0.50364	2857.78930	19.47491	14.23147	5.65269	0.21638	0.43859	0.54498	1251786291.98451	-0.01834	-0.06421	0.25908	-0.59681	0.58828	-0.11625	9.65655
0.15260	726.73483	19.39568	19.12269	2.63596	-0.98591	1.35851	1.64197	1251828544.84005	-0.01355	0.10402	0.03151	0.13308	-0.30692	0.31703	13.75910
0.46307	2584.48062	68.11604	52.63713	2.79853	0.46923	0.70227	4.19061	1251777882.64956	-0.34934	-0.18164	-0.27490	0.15504	0.02574	0.05930	14.01094
0.79735	4997.46136	67.17681	42.60618	2.82188	1.25305	0.82290	5.81661	1251822595.13991	-0.00844	0.03772	-0.02111	-0.07323	0.27741	-0.21931	9.51593
0.35319	1876.74737	54.04589	20.77187	4.77246	-0.70767	1.01726	3.62908	1251804997.07104	-0.00385	-0.02021	-0.02323	-0.14868	-0.15293	0.06439	14.73769
0.94163	6134.54518	77.46005	69.44440	6.16716	-1.49872	0.31705	5.03677	1251808441.23660	0.30863	0.12420	-0.23849	-0.09669	-0.56483	-0.06803	11.99883
0.53465	3070.65919	90.83267	41.34435	1.14246	-1.28837	0.72119	1.55882	1251816679.08679	-0.00368	0.07227	-0.17059	-0.08424	0.16148	-0.08951	12.86219
0.68767	4168.18958	89.80869	32.30404	3.79878	0.35364	0.80263	5.98889	1251810481.48706	-0.16203	0.09913	0.30848	-0.09878	0.19794	0.34937	8.53064
0.53399	3066.10251	55.13808	13.26385	2.79082	0.53533	0.73198	0.19374	1251832023.05437	0.00980	-0.13253	-0.16641	-0.22293	0.52367	0.16487	8.89919
0.84514	5368.64585	76.47153	61.73726	2.47076	-0.40721	0.60063	0.94831	1251767287.99218	-0.05773	0.16248	-0.30420	0.23601	-0.82855	-0.23144	10.54336
0.38845	2098.47181	10.26820	9.00264	5.22666	-0.88678	0.75565	3.66313	1251819789.93385	-0.30178	-0.24225	-0.02446	-0.10643	0.03420	0.57620	8.15422
0.76231	4728.98660	48.04459	39.05534	1.94938	-0.49054	0.49263	1.70057	1251772302.39934	-0.01675	-0.14782	-0.21960	-0.23637	-0.40074	0.36166	12.89363
0.32949	1730.80228	18.46250	17.71385	6.23158	-1.13760	0.38313	4.04904	1251809598.97744	-0.01316	0.03818	0.13982	0.14857	-0.21265	0.00145	14.17183
0.13460	633.74906	8.68885	6.12402	0.36613	-0.23068	1.19600	2.98466	1251810919.07198	0.48024	-0.07849	-0.01375	-0.03258	0.08670	0.14112	9.40401
0.99273	6548.41159	86.62186	62.53434	2.22726	0.12087	0.58927	0.29987	1251805614.65796	-0.18308	0.16565	0.54713	0.46182	-0.02981	0.50440	8.62011
0.62348	3698.78981	87.94342	55.75123	3.19771	0.90471	1.18037	0.63814	1251781741.31900	-0.22105	0.31017	0.77493	0.17215	-0.66099	-0.57901	9.91830
0.63151	3756.85791	34.84313	31.01117	4.83148	-1.43355	0.41422	5.84822	1251769895.52734	-0.79312	0.23666	0.35477	-0.03020	0.19306	-0.23309	10.06483
0.66323	3988.01365	72.36118	50.50696	3.68645	1.20937	1.19419	2.21712	1251757763.03423	-0.13151	0.61951	0.58327	0.45354	0.43429	0.51778	11.35652
0.49107	2772.41521	31.70426	25.65271	1.91769	-0.69057	0.57027	3.97962	1251781657.35316	0.18136	-0.17585	0.21993	0.64926	-0.03914	0.59039	15.40634
0.79273	4961.92887	57.66154	41.50141	0.46439	0.33088	0.80004	1.86672	1251784957.90741	-0.08177	-0.02004	-0.31648	-0.11653	0.50832	0.62371	8.18393
0.95771	6264.20129	72.02873	65.76677	3.88250	0.54039	0.42485	2.88796	1251799237.56687	-0.11713	0.01694	-0.09215	0.00616	0.23462	-0.26684	8.24235
0.26712	1358.98691	28.36964	10.50354	0.63469	-0.57177	0.80741	1.80952	1251774161.47645	0.05672	-0.14012	0.02659	-0.00128	-0.00477	-0.02645	10.55626
0.99510	6567.74050	77.89842	54.55722	5.94624	-0.78912	0.73120	1.43618	1251758716.31871	0.49152	-0.02556	0.72042	0.37926	0.15519	-0.10712	9.32495
0.70545	4300.41057	80.14613	72.30998	3.33298	1.10446	1.03733	3.69228	1251812295.70628	0.06811	-0.02271	-0.12570	0.45473	0.08580	-0.18933	9.66186
0.64463	3852.10731	28.29790	25.59518	0.98156	-0.01593	0.42084	5.32038	1251813665.42264	-0.37644	0.08777	-0.16283	0.29068	-0.33274	0.23329	8.67650
0.31410	1637.40695	63.30004	47.94825	4.34571	-0.11230	0.14235	2.13632	1251798492.88421	0.04209	0.20656	-0.11746	0.29535	-0.61198	0.04141	35.29954
0.38026	2046.45859	60.29553	46.06688	3.56761	-0.39919	0.60219	5.68702	1251779135.39536	-0.28091	0.70041	0.23743	-0.09434	-0.23337	-0.12767	23.77596
0.47433	2659.70386	38.27962	35.76573	4.24829	0.52140	0.90109	4.73165	1251780242.43317	-0.11329	-0.25425	-0.15796	0.39916	-0.01133	-0.10379	9.46479
0.28610	1470.21154	12.94148	8.13077	0.13129	0.86265	0.84689	5.58489	1251786689.98467	0.00052	-0.05387	-0.01351	-0.10364	0.71129	-0.68512	9.94131
0.61489	3636.90226	86.40814	50.04261	1.59551	0.91287	0.98874	4.84147	1251784852.87572	0.00409	0.01058	-0.02667	-0.48703	-0.28539	0.20763	10.09396
0.15468	737.59127	12.41404	11.22289	4.14074	-0.34247	0.12726	4.91963	1251755098.65853	0.38905	-0.32576	0.02764	0.02562	0.05048	-0.24490	21.16582
0.38373	2068.44878	47.02817	33.17447	5.10407	-0.71800	1.53788	2.42819	1251823151.90091	-0.02747	-0.00319	0.01067	-0.24809	-0.62339	-0.41841	12.92116
0.42106	2308.07833	41.26964	18.48807	1.66752	0.02734	0.86797	0.69222	1251765316.41865	-0.38252	-0.27880	0.19955	0.00136	0.00078	0.00114	10.70741
0.89940	5796.69250	65.14629	24.03633	4.06603	-1.10355	0.25921	3.79447	1251798314.52775	0.14165	0.00045	0.08807	-0.17945	-0.97783	-0.08871	8.99741
0.56718	3297.68215	45.42057	37.82087	4.73943	0.98500	1.23608	4.96864	1251784290.96805	-0.11638	-0.03538	0.05068	-0.39438	0.09204	0.23726	9.26677
0.74441	4593.13558	57.15625	38.60557	3.11882	1.07242	0.56569	4.00634	1251835612.65305	-0.14920	-0.03712	-0.03885	-0.13594	-0.49249	0.35654	13.14052
0.19136	932.98933	11.80873	10.94950	6.21949	0.46046	1.45765	2.01488	1251775179.60291	-0.04917	0.01767	0.74121	0.23909	0.15279	-0.27918	8.37854
0.28302	1452.06892	25.33193	9.70976	4.76280	-0.47504	0.79474	0.12152	1251788884.55193	0.07965	-0.73641	-0.44950	-0.09725	0.00127	-0.04041	9.98768
0.39508	2140.69116	23.95742	16.73523	3.34198	0.24367	0.93823	3.51836	1251756598.19399	0.04855	-0.34084	-0.60396	0.00459	0.01945	-0.04138	8.76872
0.66491	4000.34190	43.36312	38.97972	1.76130	-1.07077	0.92936	4.01701	1251781743.45627	0.01549	0.09734	0.06327	0.12281	0.12911	-0.11545	9.82077
0.85622	5455.50615	71.76842	59.73253	3.97424	0.25780	0.59557	1.30163	1251830672.47744	-0.64765	0.26533	0.44897	0.18978	0.84516	-0.49967	9.54852
0.69326	4209.68394	78.53122	50.34365	1.54057	-0.73710	1.21724	5.41288	1251762044.37234	0.04169	0.01065	-0.05069	0.65997	0.31055	0.00811	8.25534
0.20480	1006.43437	28.53221	7.99373	5.51556	0.92512	0.40190	4.87256	1251814763.00023	0.21432	0.02914	0.29533	-0.58805	-0.35825	0.61004	16.67741
0.44483	2463.61179	30.97053	23.21056	5.03489	0.57405	0.88360	2.76434	1251831454.50231	-0.17018	0.65829	0.34426	0.01218	0.00529	-0.00758	8.83981
0.44292	2451.07098	47.04729	41.97549	3.03039	0.90755	1.14692	2.72889	1251831190.62262	-0.10237	-0.60618	-0.06107	0.08317	0.06299	-0.32982	15.46379
0.82040	5175.74676	64.30283	35.29123	0.72372	0.73062	0.41284	1.64525	1251817110.13797	-0.10961	0.03446	0.35660	0.00661	-0.00159	0.00140	9.66982
0.19160	934.29841	13.69606	12.02732	4.99816	-0.88834	0.09457	3.81898	1251788093.95974	-0.40733	-0.04783	0.14534	-0.44501	-0.24383	-0.43967	18.21769
0.39097	2114.48969	36.59739	15.85768	3.89582	0.55468	0.19082	0.04321	1251817630.05921	0.33758	-0.54653	0.03702	0.04194	0.19879	-0.76309	12.84291
0.55501	3212.31541	29.62248	20.36429	5.70995	-1.18706	0.29786	3.71930	1251786484.99851	-0.25177	0.62680	0.15377	-0.21064	0.22626	0.50542	8.55937
0.79291	4963.27620	80.69974	33.78162	4.25702	-0.66833	0.61448	5.26031	1251780101.17055	-0.01885	0.07344	-0.00124	0.04626	0.01443	-0.07122	8.20407
0.73285	4505.81206	64.70887	58.66783	1.42360	-0.49785	0.84572	0.95443	1251822972.42808	-0.26955	0.18498	-0.18542	0.37695	-0.32306	0.52210	9.66303
0.10507	485.30596	18.13456	11.22485	6.25218	0.22444	1.10438	3.56008	1251800879.65704	-0.23417	-0.27696	-0.13269	0.34832	0.07664	-0.90369	23.65450
0.30222	1566.01697	10.03546	9.32115	4.16553	1.25460	0.34000	2.57401	1251798956.31866	-0.37062	-0.02293	-0.23854	-0.29404	0.14577	-0.27542	8.69684
0.83921	5322.29845	46.60947	40.23654	4.13850	-0.94784	0.53428	3.97663	1251796765.28155	-0.10149	0.69106	0.55844	-0.12981	-0.10709	0.53186	12.45750
0.42107	2308.14832	37.95205	25.70979	0.66636	-0.44641	0.63820	3.88997	1251757485.69743	0.43957	0.22676	0.12904	-0.28009	-0.22386	-0.20596	18.45569
0.62250	3691.70564	68.50714	48.05078	3.47046	0.71298	0.59406	0.47266	1251762177.54386	0.13767	0.05230	0.17723	0.07100	-0.05659	-0.25451	16.80640
0.42452	2330.61783	28.41903	26.61573	2.82131	0.21317	1.09158	5.70667	1251793726.32023	-0.61930	0.20530	0.39803	-0.15710	-0.30896	0.21515	8.49978
0.61634	3647.39607	50.93878	47.78228	3.74957	0.57038	0.94810	6.20994	1251828896.00389	-0.02775	0.18799	0.24980	-0.24647	-0.02456	0.04178	11.75736
0.73415	4515.62123	42.78093	36.60843	2.54505	0.74738	0.78943	0.67767	1251753579.79579	0.07063	-0.34712	0.39776	0.38169	0.54071	0.00851	8.66215
0.58673	3435.75709	35.23707	33.86612	4.93947	0.67856	0.81408	3.42552	1251833141.05895	0.09359	-0.49613	0.14699	-0.27523	-0.00077	0.08430	9.02183
0.11084	513.88360	36.91428	11.70471	5.41860	-0.55863	0.85303	5.70538	1251796924.62566	0.31758	0.65150	-0.36569	0.62661	-0.63628	-0.11776	31.47842
0.64410	3848.20703	44.45425	21.39317	2.62537	0.38012	0.88871	6.03487	1251823226.92675	-0.64766	0.27666	0.28277	0.28132	0.03704	0.18668	9.26146
